,人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
14773,81,宮沢 賢治,1930,水仙月の四日,新字旧仮名,,あきら,伊藤時也,公開,2003-05-15,宮沢賢治全集8,ちくま文庫、筑摩書房,1986（昭和61）年1月28日第1刷,1998（平成10）年4月1日第16刷
14774,81,宮沢 賢治,43757,水仙月の四日,新字新仮名,,土屋隆,noriko saito,公開,2005-03-20,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14791,81,宮沢 賢治,50764,台川,新字新仮名,,ゆうき,noriko saito,公開,2010-10-07,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14792,81,宮沢 賢治,4416,台川,新字旧仮名,,林幸雄,今井忠夫,公開,2003-05-09,新修宮沢賢治全集　第十四巻,筑摩書房,1983（昭和58）年1月20日初版第4刷,1984（昭和59）年7月30日初版第6刷
14797,81,宮沢 賢治,46603,谷,新字新仮名,,蒋龍,noriko saito,公開,2008-11-20,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日第22刷
14798,81,宮沢 賢治,1107,谷,新字旧仮名,,田代信行,伊藤時也,公開,2000-09-13,新修宮沢賢治全集　第九巻,筑摩書房,1983（昭和58）年2月20日初版第5刷,
14799,81,宮沢 賢治,50767,種山ヶ原,新字新仮名,,ゆうき,noriko saito,公開,2010-10-24,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14800,81,宮沢 賢治,4424,種山ヶ原,新字旧仮名,,林幸雄,久保格,公開,2002-11-16,新修宮沢賢治全集　第八巻,筑摩書房,1984（昭和59）年1月30日初版第7刷,
14804,81,宮沢 賢治,1927,注文の多い料理店,新字旧仮名,,土屋隆,noriko saito,公開,2005-03-28,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,2004（平成16）年4月25日第20刷
14805,81,宮沢 賢治,43754,注文の多い料理店,新字新仮名,,土屋隆,noriko saito,公開,2005-02-26,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14807,81,宮沢 賢治,43736,『注文の多い料理店』序,新字新仮名,,土屋隆,noriko saito,公開,2005-02-25,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14808,81,宮沢 賢治,43735,『注文の多い料理店』序,新字旧仮名,,土屋隆,noriko saito,公開,2005-03-29,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,2004（平成16）年4月25日第20刷
14813,81,宮沢 賢治,1929,月夜のでんしんばしら,新字旧仮名,,土屋隆,noriko saito,公開,2005-03-29,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,2004（平成16）年4月25日第20刷
14814,81,宮沢 賢治,43756,月夜のでんしんばしら,新字新仮名,,土屋隆,noriko saito,公開,2005-02-27,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14833,81,宮沢 賢治,1925,どんぐりと山猫,新字旧仮名,,土屋隆,noriko saito,公開,2005-03-29,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,2004（平成16）年4月25日第20刷
14834,81,宮沢 賢治,43752,どんぐりと山猫,新字新仮名,,土屋隆,noriko saito,公開,2005-02-25,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14839,81,宮沢 賢治,46608,楢ノ木大学士の野宿,新字新仮名,,蒋龍,noriko saito,公開,2008-09-28,注文の多い料理店,新潮文庫、新潮社,1995（平成7）年5月30日11刷,2004（平成16）年5月20日29刷
14840,81,宮沢 賢治,4438,楢ノ木大学士の野宿,新字旧仮名,,林幸雄,今井忠夫,公開,2003-05-03,新修宮沢賢治全集　第十巻,筑摩書房,1983（昭和58）年4月20日初版第5刷,1985（昭和60）年1月25日初版第7刷
14842,81,宮沢 賢治,46604,二十六夜,新字新仮名,,蒋龍,noriko saito,公開,2009-05-11,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日第22刷
14843,81,宮沢 賢治,4427,二十六夜,新字旧仮名,,林幸雄,土屋隆,公開,2008-03-22,新修宮沢賢治全集　第九巻,筑摩書房,1983（昭和58）年12月20日初版第6刷,1989（平成元）年11月20日初版第11刷
14881,81,宮沢 賢治,50765,二人の役人,新字新仮名,,ゆうき,noriko saito,公開,2010-10-07,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14882,81,宮沢 賢治,1064,二人の役人,新字旧仮名,,田代信行,伊藤時也,公開,2000-09-13,新修宮沢賢治全集　第九巻,筑摩書房,1983（昭和58）年2月20日初版第5刷,
14907,81,宮沢 賢治,43758,山男の四月,新字新仮名,,土屋隆,noriko saito,公開,2005-03-20,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14908,81,宮沢 賢治,1931,山男の四月,新字旧仮名,,あきら,伊藤時也,公開,2003-05-15,宮沢賢治全集8,ちくま文庫、筑摩書房,1986（昭和61）年1月28日第1刷,1998（平成10）年4月1日第16刷
14909,81,宮沢 賢治,46605,やまなし,新字新仮名,,蒋龍,noriko saito,公開,2008-05-24,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日第22刷
14910,81,宮沢 賢治,472,やまなし,新字旧仮名,,石井健児,高橋美奈子,公開,1998-10-26,宮沢賢治全集8,ちくま文庫、筑摩書房,,1998（平成10）年4月1日第16刷
14915,81,宮沢 賢治,2543,雪渡り,新字旧仮名,,土屋隆,鈴木厚司,公開,2009-02-08,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,1986（昭和61）年1月28日第1刷
14916,81,宮沢 賢治,45679,雪渡り,新字新仮名,,土屋隆,田中敬三,公開,2006-04-26,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日29刷
15023,311,宮本 百合子,4132,あとがき（『宮本百合子選集』第二巻）,新字新仮名,,柴田卓治,磐余彦,公開,2004-04-19,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,
15024,311,宮本 百合子,4239,あとがき（『宮本百合子選集』第二巻）,新字新仮名,,柴田卓治,磐余彦,公開,2004-05-22,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,
15323,311,宮本 百合子,4044,今年こそは,新字新仮名,,柴田卓治,磐余彦,公開,2003-12-30,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,
15324,311,宮本 百合子,3276,今年こそは,新字新仮名,,柴田卓治,米田進,公開,2003-09-23,宮本百合子全集　第十五巻,新日本出版社,1986（昭和61）年3月20日第4刷,
15946,311,宮本 百合子,2784,文芸時評,新字新仮名,,柴田卓治,米田進,公開,2003-03-25,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,
15947,311,宮本 百合子,2836,文芸時評,新字新仮名,,柴田卓治,米田進,公開,2003-02-01,宮本百合子全集　第十巻,新日本出版社,1986（昭和61）年3月20日第4刷,
15948,311,宮本 百合子,2781,文芸時評,新字新仮名,,柴田卓治,米田進,公開,2003-03-25,宮本百合子全集　第十一巻,新日本出版社,1986（昭和61）年3月20日第5刷,
16026,311,宮本 百合子,7913,無題（一）,新字新仮名,,柴田卓治,土屋隆,公開,2009-04-07,宮本百合子全集　第二十九巻,新日本出版社,1986（昭和61）年3月20日第5刷,1986（昭和61）年3月20日第5刷　
16027,311,宮本 百合子,4158,無題（一）,新字新仮名,,柴田卓治,磐余彦,公開,2004-04-24,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,
16030,311,宮本 百合子,7929,無題（三）,新字新仮名,,柴田卓治,土屋隆,公開,2009-04-07,宮本百合子全集　第二十九巻,新日本出版社,1986（昭和61）年3月20日第5刷,1986（昭和61）年3月20日第5刷　
16031,311,宮本 百合子,4162,無題（三）,新字新仮名,,柴田卓治,磐余彦,公開,2004-04-24,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,
16037,311,宮本 百合子,4161,無題（二）,新字新仮名,,柴田卓治,磐余彦,公開,2004-04-24,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,
16038,311,宮本 百合子,7917,無題（二）,新字新仮名,,柴田卓治,土屋隆,公開,2009-04-07,宮本百合子全集　第二十九巻,新日本出版社,1986（昭和61）年3月20日第5刷,1986（昭和61）年3月20日第5刷　
16040,311,宮本 百合子,7936,無題（四）,新字新仮名,,柴田卓治,土屋隆,公開,2009-04-07,宮本百合子全集　第二十九巻,新日本出版社,1986（昭和61）年3月20日第5刷,1986（昭和61）年3月20日第5刷　
16041,311,宮本 百合子,4195,無題（四）,新字新仮名,,柴田卓治,磐余彦,公開,2004-05-04,宮本百合子全集　第十八巻,新日本出版社,1986（昭和61）年3月20日第2版第1刷,
16539,129,森 鴎外,679,寒山拾得,旧字旧仮名,,青空文庫,,公開,1997-10-08,鴎外全集　第十六卷,岩波書店,1973（昭和48）年2月22日,1973（昭和48）年2月22日
16540,129,森 鴎外,1071,寒山拾得,新字新仮名,,佐野良二,伊藤時也,公開,2000-09-12,日本の文学　3　森鴎外（二）,中央公論社,1967（昭和42）年2月4日初版,
16541,129,森 鴎外,43732,寒山拾得縁起,新字新仮名,,佐野良二,伊藤時也,公開,2000-09-12,日本の文学　3　森鴎外（二）,中央公論社,1967（昭和42）年2月4日初版,
16542,129,森 鴎外,43039,寒山拾得縁起,旧字旧仮名,,青空文庫,,公開,1997-10-08,鴎外全集　第十六卷,岩波書店,1973（昭和48）年2月22日,1973（昭和48）年2月22日
16554,129,森 鴎外,687,最後の一句,旧字旧仮名,,青空文庫,,公開,1997-10-08,日本現代文學全集　7　森鴎外集,講談社,1980（昭和55）年5月26日増補改訂版第1刷,1980（昭和55）年5月26日増補改訂版第1刷
16555,129,森 鴎外,45244,最後の一句,新字新仮名,,kompass,土屋隆,公開,2006-04-18,山椒大夫・高瀬舟他四篇,岩波文庫、岩波書店,1991（平成3）年12月5日第66刷,1995（平成7）年12月5日第74刷
16584,129,森 鴎外,692,高瀬舟,旧字旧仮名,,岡島昭浩,小林繁雄,公開,1997-07-07,中央公論　第三十一年第一號,中央公論社,1916（大正5）年1月,1916（大正5）年1月
16585,129,森 鴎外,691,高瀬舟,旧字旧仮名,,青空文庫,青空文庫,公開,1997-10-16,日本現代文學全集　7　森鴎外集,講談社,1980（昭和55）年5月26日増補改訂版第1刷,1980（昭和55）年5月26日増補改訂版第1刷
16586,129,森 鴎外,45245,高瀬舟,新字新仮名,,kompass,土屋隆,公開,2006-04-20,山椒大夫・高瀬舟他四篇,岩波文庫、岩波書店,1967（昭和42）年6月16日第34刷改版、1991（平成3）年12月5日第66刷,1967（昭和42）年6月16日第34刷改版、1995（平成7）年12月5日第74刷
16587,129,森 鴎外,46234,高瀬舟縁起,新字新仮名,,kompass,土屋隆,公開,2006-04-20,山椒大夫・高瀬舟他四篇,岩波文庫、岩波書店,1967（昭和42）年6月16日第34刷改版、1991（平成3）年12月5日第66刷,1967（昭和42）年6月16日第34刷改版、1995（平成7）年12月5日第74刷
16588,129,森 鴎外,43038,高瀬舟縁起,旧字旧仮名,,青空文庫,,公開,1997-10-16,日本現代文學全集　7　森鴎外集,講談社,1980（昭和55）年5月26日増補改訂版第1刷,1980（昭和55）年5月26日増補改訂版第1刷
16606,129,森 鴎外,45254,花子,新字新仮名,,土屋隆,川山隆,公開,2008-05-07,カラー版日本文学全集7　森鴎外,河出書房新社,1969（昭和44）年3月30日初版,1969（昭和44）年3月30日初版
16607,129,森 鴎外,42226,花子,新字旧仮名,,ふるかわゆか,土屋隆,公開,2005-05-27,鴎外全集　第七巻,岩波書店,1972（昭和47）年5月22日,1972（昭和47）年5月22日
16628,129,森 鴎外,58126,舞姫,新字新仮名,,高瀬竜一,岡村和彦,公開,2021-07-09,舞姫,集英社文庫、集英社,2011（平成23）年3月8日第13刷,2011（平成23）年6月6日第14刷
16629,129,森 鴎外,2078,舞姫,新字旧仮名,,多羅尾伴内,蒋龍,公開,2004-08-03,現代日本文學大系　7,筑摩書房,1985（昭和60）年11月10日初版第15刷,1985（昭和60）年11月10日初版第15刷
16630,129,森 鴎外,682,舞姫,旧字旧仮名,,青空文庫,,公開,1997-10-08,日本現代文學全集　7　森鴎外集,講談社,1980（昭和55）年5月26日増補改訂版第1刷,1980（昭和55）年5月26日増補改訂版第1刷
16839,1525,箭内 亙,51921,国訳史記列伝 01 伯夷列伝第一,旧字旧仮名,箭内 亙、箭内 亙,はまなかひとし,みきた,公開,2020-07-17,國譯漢文大成　經子史部第十五卷　史記列傳,東洋文化協會,1955（昭和30）年5月30日複版,1955（昭和30）年5月30日複版
16840,1525,箭内 亙,51921,国訳史記列伝 01 伯夷列伝第一,旧字旧仮名,箭内 亙、箭内 亙,はまなかひとし,みきた,公開,2020-07-17,國譯漢文大成　經子史部第十五卷　史記列傳,東洋文化協會,1955（昭和30）年5月30日複版,1955（昭和30）年5月30日複版
16841,1525,箭内 亙,51918,国訳史記列伝 02 管晏列伝第二,旧字旧仮名,箭内 亙、箭内 亙,はまなかひとし,みきた,公開,2021-07-17,國譯漢文大成　經子史部第十五卷　史記列傳,東洋文化協會,1955（昭和30）年5月30日複版,1955（昭和30）年5月30日複版
16842,1525,箭内 亙,51918,国訳史記列伝 02 管晏列伝第二,旧字旧仮名,箭内 亙、箭内 亙,はまなかひとし,みきた,公開,2021-07-17,國譯漢文大成　經子史部第十五卷　史記列傳,東洋文化協會,1955（昭和30）年5月30日複版,1955（昭和30）年5月30日複版
16895,1566,柳田 国男,58443,食料名彙,新字新仮名,,フクポー,木下聡,公開,2019-07-31,柳田國男全集20,ちくま文庫、筑摩書房,1990（平成2）年7月31日第1刷,1990（平成2）年7月31日第1刷
16896,1566,柳田 国男,58032,食料名彙,旧字旧仮名,,フクポー,津村田悟,公開,2021-08-08,定本柳田國男集　第二十九卷,筑摩書房,1964（昭和39）年5月25日,1964（昭和39）年5月25日
17054,1869,山本 周五郎,57495,青べか物語,新字新仮名,,富田晶子,Juki、栗原もなこ,公開,2018-08-16,青べか物語,新潮文庫、新潮社,2006（平成18）年3月20日69刷,2015（平成27）年6月25日80刷
17055,1869,山本 周五郎,57574,青べか物語,新字新仮名,,特定非営利活動法人はるかぜ,砂場清隆,公開,2018-01-01,山本周五郎全集第十四巻　青べか物語・季節のない街,新潮社,1981（昭和56）年11月25日,1981（昭和56）年11月25日
17576,1562,吉川 英治,55252,折々の記,旧字旧仮名,,川山隆,トレンドイースト,公開,2013-09-23,折々の記,六興出版,1953（昭和28）年12月25日初版,
17577,1562,吉川 英治,55316,折々の記,旧字旧仮名,,川山隆,トレンドイースト,公開,2013-11-13,折々の記,一家言叢書、全國書房,1943（昭和18）年3月1日4版,
17856,1124,魯迅 ,42939,故郷,新字新仮名,井上 紅梅,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2004-04-01,魯迅全集,改造社,1932（昭和7）年11月18日,
17857,1124,魯迅 ,59433,故郷,新字新仮名,佐藤 春夫,大久保ゆう,佐藤すだれ,公開,2021-05-06,故郷・孤独者,新学社文庫、新学社教友館,1976（昭和51）年6月1日重版,1976（昭和51）年6月1日重版
17968,162,若山 牧水,4649,みなかみ紀行,旧字旧仮名,,林幸雄,松永正敏,公開,2004-06-03,現代日本紀行文学全集　東日本編,ほるぷ出版,1976（昭和51）年8月1日初版,
